CASRN,Substance name,HSNO code,HSNO classification text,GHS translation
79580-28-2,Brevetoxin B,6.1A (dermal),Acutely toxic,GHS: Acute toxicity: Dermal - Category 1
79580-28-2,Brevetoxin B,6.1A (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 1
79580-28-2,Brevetoxin B,6.3B,Mildly irritating to the skin,GHS: Skin corrosion/irritation - Category 3
79580-28-2,Brevetoxin B,6.4A,Irritating to the eye,GHS: Serious eye damage/eye irritation - Category 2
79622-59-6,Fluazinam,6.1B (inhalation),Acutely toxic,GHS: Acute toxicity: Inhalation - Category 2
79622-59-6,Fluazinam,6.5B (contact),Contact sensitisers,GHS: Skin sensitization - Category 1
79622-59-6,Fluazinam,6.8B,Suspected human reproductive or developmental toxicants,GHS: Reproductive toxicity - Category 2
79622-59-6,Fluazinam,6.9B (oral),Harmful to human target organs or systems,GHS: Specific Target Organ Systemic Toxicity - Category 2
79622-59-6,Fluazinam,8.3A,Corrosive to ocular tissue,GHS: Serious eye damage/eye irritation - Category 1
79622-59-6,Fluazinam,9.1A (crustacean),Very ecotoxic in the aquatic environment,GHS: Aquatic toxicity (Acute or Chronic) - Category 1
79622-59-6,Fluazinam,9.1A (fish),Very ecotoxic in the aquatic environment,GHS: Aquatic toxicity (Acute or Chronic) - Category 1
79622-59-6,Fluazinam,9.3C,Harmful to terrestrial vertebrates,
79983-71-4,Hexaconazole,6.1D (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 4
79983-71-4,Hexaconazole,6.4A,Irritating to the eye,GHS: Serious eye damage/eye irritation - Category 2
79983-71-4,Hexaconazole,6.5B (contact),Contact sensitisers,GHS: Skin sensitization - Category 1
79983-71-4,Hexaconazole,6.9B (oral),Harmful to human target organs or systems,GHS: Specific Target Organ Systemic Toxicity - Category 2
79983-71-4,Hexaconazole,9.1B (crustacean),Very ecotoxic in the aquatic environment,GHS: Aquatic toxicity (Chronic) - Category 2
79983-71-4,Hexaconazole,9.1B (fish),Very ecotoxic in the aquatic environment,GHS: Aquatic toxicity (Chronic) - Category 2
79983-71-4,Hexaconazole,9.2D,Slightly harmful in the soil environment,
79983-71-4,Hexaconazole,9.3C,Harmful to terrestrial vertebrates,
80-05-7,Bisphenol A,6.1E (dermal),Acutely toxic,GHS: Acute toxicity: Dermal - Category 5
80-05-7,Bisphenol A,6.1E (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 5
80-05-7,Bisphenol A,6.5B (contact),Contact sensitisers,GHS: Skin sensitization - Category 1
80-05-7,Bisphenol A,6.8B,Suspected human reproductive or developmental toxicants,GHS: Reproductive toxicity - Category 2
80-05-7,Bisphenol A,8.3A,Corrosive to ocular tissue,GHS: Serious eye damage/eye irritation - Category 1
80-05-7,Bisphenol A,9.1D (algal),Slightly harmful in the aquatic environment or are otherwise designed for biocidal action,GHS: Aquatic toxicity - Category 2-3 (Acute) or Category 4 (Chronic)
80-05-7,Bisphenol A,9.1D (crustacean),Slightly harmful in the aquatic environment or are otherwise designed for biocidal action,GHS: Aquatic toxicity - Category 2-3 (Acute) or Category 4 (Chronic)
80-05-7,Bisphenol A,9.1D (fish),Slightly harmful in the aquatic environment or are otherwise designed for biocidal action,GHS: Aquatic toxicity - Category 2-3 (Acute) or Category 4 (Chronic)
80-08-0,Dapsone,6.1D (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 4
80-08-0,Dapsone,9.3C,Harmful to terrestrial vertebrates,
80-09-1,"4,4'-Sulphonyldiphenol",6.1E (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 5
80-09-1,"4,4'-Sulphonyldiphenol",6.3B,Mildly irritating to the skin,GHS: Skin corrosion/irritation - Category 3
80-09-1,"4,4'-Sulphonyldiphenol",6.4A,Irritating to the eye,GHS: Serious eye damage/eye irritation - Category 2
80-09-1,"4,4'-Sulphonyldiphenol",9.1C (crustacean),Harmful in the aquatic environment,GHS: Aquatic toxicity (Chronic) - Category 3
80-09-1,"4,4'-Sulphonyldiphenol",9.1C (fish),Harmful in the aquatic environment,GHS: Aquatic toxicity (Chronic) - Category 3
80-10-4,Diphenyldichlorosilane,6.1D (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 4
80-10-4,Diphenyldichlorosilane,8.2C,Corrosive to dermal tissue,GHS: Skin corrosion/irritation - Category 1C
80-10-4,Diphenyldichlorosilane,8.3A,Corrosive to ocular tissue,GHS: Serious eye damage/eye irritation - Category 1
80-10-4,Diphenyldichlorosilane,9.3C,Harmful to terrestrial vertebrates,
80-43-3,"Peroxide, bis(1-methyl-1-phenylethyl)",5.2F,Organic peroxides: type F,GHS: Organic peroxides - Type F
80-43-3,"Peroxide, bis(1-methyl-1-phenylethyl)",6.1E (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 5
80-43-3,"Peroxide, bis(1-methyl-1-phenylethyl)",6.3A,Irritating to the skin,GHS: Skin corrosion/irritation - Category 2
80-43-3,"Peroxide, bis(1-methyl-1-phenylethyl)",6.4A,Irritating to the eye,GHS: Serious eye damage/eye irritation - Category 2
80-43-3,"Peroxide, bis(1-methyl-1-phenylethyl)",6.5B (contact),Contact sensitisers,GHS: Skin sensitization - Category 1
80-43-3,"Peroxide, bis(1-methyl-1-phenylethyl)",6.8B,Suspected human reproductive or developmental toxicants,GHS: Reproductive toxicity - Category 2
80-43-3,"Peroxide, bis(1-methyl-1-phenylethyl)",6.9B (inhalation),Harmful to human target organs or systems,GHS: Specific Target Organ Systemic Toxicity - Category 2
80-43-3,"Peroxide, bis(1-methyl-1-phenylethyl)",6.9B (oral),Harmful to human target organs or systems,GHS: Specific Target Organ Systemic Toxicity - Category 2
80-43-3,"Peroxide, bis(1-methyl-1-phenylethyl)",9.1B (fish),Very ecotoxic in the aquatic environment,GHS: Aquatic toxicity (Chronic) - Category 2
80-48-8,Methyl 4-toluenesulphonate,6.1D (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 4
80-48-8,Methyl 4-toluenesulphonate,6.3A,Irritating to the skin,GHS: Skin corrosion/irritation - Category 2
80-48-8,Methyl 4-toluenesulphonate,6.4A,Irritating to the eye,GHS: Serious eye damage/eye irritation - Category 2
80-48-8,Methyl 4-toluenesulphonate,6.5B (contact),Contact sensitisers,GHS: Skin sensitization - Category 1
80-48-8,Methyl 4-toluenesulphonate,9.3C,Harmful to terrestrial vertebrates,
80-51-3,"Benzenesulphonic acid, 4,4'-oxybis-, dihydrazide",4.1.2D,Self Reactive Substances: type D,GHS: Self-reactive substances and mixtures - Type D
80-55-7,Ethyl 2-methyllactate,3.1C,Flammable Liquids: medium hazard,GHS: Flammable liquids - Category 3
80-56-8,"Bicyclo[3.1.1]hept-2-ene, 2,6,6-trimethyl-",3.1C,Flammable Liquids: medium hazard,GHS: Flammable liquids - Category 3
80-56-8,"Bicyclo[3.1.1]hept-2-ene, 2,6,6-trimethyl-",6.1E (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 5
80-56-8,"Bicyclo[3.1.1]hept-2-ene, 2,6,6-trimethyl-",6.3A,Irritating to the skin,GHS: Skin corrosion/irritation - Category 2
80-56-8,"Bicyclo[3.1.1]hept-2-ene, 2,6,6-trimethyl-",6.4A,Irritating to the eye,GHS: Serious eye damage/eye irritation - Category 2
80-56-8,"Bicyclo[3.1.1]hept-2-ene, 2,6,6-trimethyl-",9.1A (fish),Very ecotoxic in the aquatic environment,GHS: Aquatic toxicity (Acute or Chronic) - Category 1
80-56-8,"Bicyclo[3.1.1]hept-2-ene, 2,6,6-trimethyl-",9.1C (crustacean),Harmful in the aquatic environment,GHS: Aquatic toxicity (Chronic) - Category 3
80-58-0,2-Bromobutyric acid,8.2C,Corrosive to dermal tissue,GHS: Skin corrosion/irritation - Category 1C
80-58-0,2-Bromobutyric acid,8.3A,Corrosive to ocular tissue,GHS: Serious eye damage/eye irritation - Category 1
80-62-6,"2-Propenoic acid, 2-methyl-, methyl ester",3.1B,Flammable Liquids: high hazard,GHS: Flammable liquids - Category 2
80-62-6,"2-Propenoic acid, 2-methyl-, methyl ester",6.1D (inhalation),Acutely toxic,GHS: Acute toxicity: Inhalation - Category 4
80-62-6,"2-Propenoic acid, 2-methyl-, methyl ester",6.1E (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 5
80-62-6,"2-Propenoic acid, 2-methyl-, methyl ester",6.3B,Mildly irritating to the skin,GHS: Skin corrosion/irritation - Category 3
80-62-6,"2-Propenoic acid, 2-methyl-, methyl ester",6.4A,Irritating to the eye,GHS: Serious eye damage/eye irritation - Category 2
80-62-6,"2-Propenoic acid, 2-methyl-, methyl ester",6.5B (contact),Contact sensitisers,GHS: Skin sensitization - Category 1
80-62-6,"2-Propenoic acid, 2-methyl-, methyl ester",6.9B (inhalation),Harmful to human target organs or systems,GHS: Specific Target Organ Systemic Toxicity - Category 2
80-62-6,"2-Propenoic acid, 2-methyl-, methyl ester",9.1D (algal),Slightly harmful in the aquatic environment or are otherwise designed for biocidal action,GHS: Aquatic toxicity - Category 2-3 (Acute) or Category 4 (Chronic)
80-62-6,"2-Propenoic acid, 2-methyl-, methyl ester",9.1D (crustacean),Slightly harmful in the aquatic environment or are otherwise designed for biocidal action,GHS: Aquatic toxicity - Category 2-3 (Acute) or Category 4 (Chronic)
80-62-6,"2-Propenoic acid, 2-methyl-, methyl ester",9.1D (fish),Slightly harmful in the aquatic environment or are otherwise designed for biocidal action,GHS: Aquatic toxicity - Category 2-3 (Acute) or Category 4 (Chronic)
80-70-6,"1,1,3,3-tetramethylguanidine",3.1C,Flammable Liquids: medium hazard,GHS: Flammable liquids - Category 3
80-70-6,"1,1,3,3-tetramethylguanidine",6.1D (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 4
80-70-6,"1,1,3,3-tetramethylguanidine",8.2C,Corrosive to dermal tissue,GHS: Skin corrosion/irritation - Category 1C
80-70-6,"1,1,3,3-tetramethylguanidine",8.3A,Corrosive to ocular tissue,GHS: Serious eye damage/eye irritation - Category 1
80-70-6,"1,1,3,3-tetramethylguanidine",9.3C,Harmful to terrestrial vertebrates,
80-71-7,Cylcotene,6.1D (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 4
80-73-9,"1,3-Dimethyl-2-imidazolidinone",6.1D (dermal),Acutely toxic,GHS: Acute toxicity: Dermal - Category 4
80-73-9,"1,3-Dimethyl-2-imidazolidinone",6.1D (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 4
80-73-9,"1,3-Dimethyl-2-imidazolidinone",6.4A,Irritating to the eye,GHS: Serious eye damage/eye irritation - Category 2
80-73-9,"1,3-Dimethyl-2-imidazolidinone",9.3C,Harmful to terrestrial vertebrates,
8000-25-7,"Oils, rosemary",6.9B (oral),Harmful to human target organs or systems,GHS: Specific Target Organ Systemic Toxicity - Category 2
8000-27-9,"Oil, cedarwood",6.3A,Irritating to the skin,GHS: Skin corrosion/irritation - Category 2
8000-27-9,"Oil, cedarwood",6.4A,Irritating to the eye,GHS: Serious eye damage/eye irritation - Category 2
8000-28-0,Lavender oil,6.1E (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 5
8000-28-0,Lavender oil,6.4A,Irritating to the eye,GHS: Serious eye damage/eye irritation - Category 2
8000-29-1,"Oils, citronella",3.1C,Flammable Liquids: medium hazard,GHS: Flammable liquids - Category 3
8000-29-1,"Oils, citronella",6.1D (inhalation),Acutely toxic,GHS: Acute toxicity: Inhalation - Category 4
8000-29-1,"Oils, citronella",6.1E (dermal),Acutely toxic,GHS: Acute toxicity: Dermal - Category 5
8000-29-1,"Oils, citronella",6.3A,Irritating to the skin,GHS: Skin corrosion/irritation - Category 2
8000-29-1,"Oils, citronella",6.4A,Irritating to the eye,GHS: Serious eye damage/eye irritation - Category 2
8000-29-1,"Oils, citronella",9.1C (crustacean),Harmful in the aquatic environment,GHS: Aquatic toxicity (Chronic) - Category 3
8000-29-1,"Oils, citronella",9.1C (fish),Harmful in the aquatic environment,GHS: Aquatic toxicity (Chronic) - Category 3
8000-34-8,"Oils, cloves",6.1D (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 4
8000-34-8,"Oils, cloves",6.3A,Irritating to the skin,GHS: Skin corrosion/irritation - Category 2
8000-41-7,Terpineol,3.1D,Flammable Liquids: low hazard,GHS: Flammable liquids - Category 4
8000-41-7,Terpineol,6.1E (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 5
8000-41-7,Terpineol,6.3B,Mildly irritating to the skin,GHS: Skin corrosion/irritation - Category 3
8000-41-7,Terpineol,6.4A,Irritating to the eye,GHS: Serious eye damage/eye irritation - Category 2
8000-41-7,Terpineol,9.1A (algal),Very ecotoxic in the aquatic environment,GHS: Aquatic toxicity (Acute or Chronic) - Category 1
8000-41-7,Terpineol,9.1D (crustacean),Slightly harmful in the aquatic environment or are otherwise designed for biocidal action,GHS: Aquatic toxicity - Category 2-3 (Acute) or Category 4 (Chronic)
8000-41-7,Terpineol,9.1D (fish),Slightly harmful in the aquatic environment or are otherwise designed for biocidal action,GHS: Aquatic toxicity - Category 2-3 (Acute) or Category 4 (Chronic)
8000-41-7,Terpineol,9.2D,Slightly harmful in the soil environment,
8000-46-2,"Oils, geranium",6.1E (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 5
8000-48-4,"Oil, eucalyptus",3.1C,Flammable Liquids: medium hazard,GHS: Flammable liquids - Category 3
8000-48-4,"Oil, eucalyptus",6.1D (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 4
8000-48-4,"Oil, eucalyptus",6.1E (dermal),Acutely toxic,GHS: Acute toxicity: Dermal - Category 5
8000-48-4,"Oil, eucalyptus",6.3A,Irritating to the skin,GHS: Skin corrosion/irritation - Category 2
8000-48-4,"Oil, eucalyptus",6.4A,Irritating to the eye,GHS: Serious eye damage/eye irritation - Category 2
8000-48-4,"Oil, eucalyptus",9.2D,Slightly harmful in the soil environment,
8000-48-4,"Oil, eucalyptus",9.4C,Harmful to terrestrial invertebrates,
8000-66-6,"Oil, cardamom",3.1C,Flammable Liquids: medium hazard,GHS: Flammable liquids - Category 3
8000-66-6,"Oil, cardamom",6.1E (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 5
8000-66-6,"Oil, cardamom",6.3A,Irritating to the skin,GHS: Skin corrosion/irritation - Category 2
8000-66-6,"Oil, cardamom",6.4A,Irritating to the eye,GHS: Serious eye damage/eye irritation - Category 2
8000-66-6,"Oil, cardamom",9.1B (algal),Very ecotoxic in the aquatic environment,GHS: Aquatic toxicity (Chronic) - Category 2
8000-66-6,"Oil, cardamom",9.1B (crustacean),Very ecotoxic in the aquatic environment,GHS: Aquatic toxicity (Chronic) - Category 2
8000-66-6,"Oil, cardamom",9.1B (fish),Very ecotoxic in the aquatic environment,GHS: Aquatic toxicity (Chronic) - Category 2
8000-78-0,Allium sativum,3.1C,Flammable Liquids: medium hazard,GHS: Flammable liquids - Category 3
8000-78-0,Allium sativum,6.1D (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 4
8000-78-0,Allium sativum,6.3A,Irritating to the skin,GHS: Skin corrosion/irritation - Category 2
8000-78-0,Allium sativum,6.4A,Irritating to the eye,GHS: Serious eye damage/eye irritation - Category 2
8001-20-5,"Oils, tung",6.3B,Mildly irritating to the skin,GHS: Skin corrosion/irritation - Category 3
8001-20-5,"Oils, tung",6.4A,Irritating to the eye,GHS: Serious eye damage/eye irritation - Category 2
8001-23-8,"Oils, safflower",6.3A,Irritating to the skin,GHS: Skin corrosion/irritation - Category 2
8001-23-8,"Oils, safflower",6.4A,Irritating to the eye,GHS: Serious eye damage/eye irritation - Category 2
8001-54-5,Benzalkonium chloride,6.1C (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 3
8001-54-5,Benzalkonium chloride,6.1D (dermal),Acutely toxic,GHS: Acute toxicity: Dermal - Category 4
8001-54-5,Benzalkonium chloride,6.5A (respiratory),Respiratory sensitisers,GHS: Respiratory sensitization - Category 1
8001-54-5,Benzalkonium chloride,6.5B (contact),Contact sensitisers,GHS: Skin sensitization - Category 1
8001-54-5,Benzalkonium chloride,6.9B (dermal),Harmful to human target organs or systems,GHS: Specific Target Organ Systemic Toxicity - Category 2
8001-54-5,Benzalkonium chloride,8.2C,Corrosive to dermal tissue,GHS: Skin corrosion/irritation - Category 1C
8001-54-5,Benzalkonium chloride,8.3A,Corrosive to ocular tissue,GHS: Serious eye damage/eye irritation - Category 1
8001-54-5,Benzalkonium chloride,9.1A (algal),Very ecotoxic in the aquatic environment,GHS: Aquatic toxicity (Acute or Chronic) - Category 1
8001-54-5,Benzalkonium chloride,9.1A (crustacean),Very ecotoxic in the aquatic environment,GHS: Aquatic toxicity (Acute or Chronic) - Category 1
8001-54-5,Benzalkonium chloride,9.1A (fish),Very ecotoxic in the aquatic environment,GHS: Aquatic toxicity (Acute or Chronic) - Category 1
8001-54-5,Benzalkonium chloride,9.3B,Ecotoxic to terrestrial vertebrates,
8002-03-7,"Oils, peanut, crude",6.5B (contact),Contact sensitisers,GHS: Skin sensitization - Category 1
8002-03-7,"Oils, peanut, crude",6.8C,Produce toxic human reproductive or developmental effects on or via lactation,GHS: Reproductive toxicity - Effects on or via lactation
8002-09-3,"Oils, pine (flammable; flashpoint 23-60C)",3.1C,Flammable Liquids: medium hazard,GHS: Flammable liquids - Category 3
8002-09-3,"Oils, pine (flammable; flashpoint 23-60C)",6.1E (dermal),Acutely toxic,GHS: Acute toxicity: Dermal - Category 5
8002-09-3,"Oils, pine (flammable; flashpoint 23-60C)",6.1E (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 5
8002-09-3,"Oils, pine (flammable; flashpoint 23-60C)",6.3A,Irritating to the skin,GHS: Skin corrosion/irritation - Category 2
8002-09-3,"Oils, pine (flammable; flashpoint 23-60C)",6.4A,Irritating to the eye,GHS: Serious eye damage/eye irritation - Category 2
8002-09-3,"Oils, pine (flammable; flashpoint 23-60C)",9.1C (crustacean),Harmful in the aquatic environment,GHS: Aquatic toxicity (Chronic) - Category 3
8002-09-3,"Oils, pine (flammable; flashpoint 23-60C)",9.1C (fish),Harmful in the aquatic environment,GHS: Aquatic toxicity (Chronic) - Category 3
8002-13-9,"Oils, rape",9.1D (crustacean),Slightly harmful in the aquatic environment or are otherwise designed for biocidal action,GHS: Aquatic toxicity - Category 2-3 (Acute) or Category 4 (Chronic)
8002-13-9,"Oils, rape",9.1D (fish),Slightly harmful in the aquatic environment or are otherwise designed for biocidal action,GHS: Aquatic toxicity - Category 2-3 (Acute) or Category 4 (Chronic)
8002-26-4,"Oils, tall",9.1D (algal),Slightly harmful in the aquatic environment or are otherwise designed for biocidal action,GHS: Aquatic toxicity - Category 2-3 (Acute) or Category 4 (Chronic)
8002-26-4,"Oils, tall",9.1D (crustacean),Slightly harmful in the aquatic environment or are otherwise designed for biocidal action,GHS: Aquatic toxicity - Category 2-3 (Acute) or Category 4 (Chronic)
8002-26-4,"Oils, tall",9.1D (fish),Slightly harmful in the aquatic environment or are otherwise designed for biocidal action,GHS: Aquatic toxicity - Category 2-3 (Acute) or Category 4 (Chronic)
8002-33-3,"Oil, castor, sulphated",6.3A,Irritating to the skin,GHS: Skin corrosion/irritation - Category 2
8002-33-3,"Oil, castor, sulphated",6.4A,Irritating to the eye,GHS: Serious eye damage/eye irritation - Category 2
8003-05-2,"Phenylmercuric nitrate, basic",6.1B (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 2
8003-05-2,"Phenylmercuric nitrate, basic",6.9A (dermal),Toxic to human target organs or systems,GHS: Specific Target Organ Systemic Toxicity - Category 1
8003-05-2,"Phenylmercuric nitrate, basic",6.9A (oral),Toxic to human target organs or systems,GHS: Specific Target Organ Systemic Toxicity - Category 1
8003-05-2,"Phenylmercuric nitrate, basic",8.2B,Corrosive to dermal tissue,GHS: Skin corrosion/irritation - Category 1B
8003-05-2,"Phenylmercuric nitrate, basic",8.3A,Corrosive to ocular tissue,GHS: Serious eye damage/eye irritation - Category 1
8003-05-2,"Phenylmercuric nitrate, basic",9.1A (algal),Very ecotoxic in the aquatic environment,GHS: Aquatic toxicity (Acute or Chronic) - Category 1
8003-05-2,"Phenylmercuric nitrate, basic",9.1A (crustacean),Very ecotoxic in the aquatic environment,GHS: Aquatic toxicity (Acute or Chronic) - Category 1
8003-05-2,"Phenylmercuric nitrate, basic",9.1A (fish),Very ecotoxic in the aquatic environment,GHS: Aquatic toxicity (Acute or Chronic) - Category 1
8003-05-2,"Phenylmercuric nitrate, basic",9.3B,Ecotoxic to terrestrial vertebrates,
8003-78-9,"2-Naphthalenesulphonic acid, 5(or 8)-[[3-[[4-[(3-chloro-2-methyl-5-sulphophenyl)azo]-3-methylphenyl]azo]-2,6-dihydroxyphenyl]azo]-, disodium salt",6.7A,Known or presumed human carcinogens,GHS: Carcinogenicity - Category 1
8004-87-3,C.I. Basic Violet 1,6.1D (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 4
8004-87-3,C.I. Basic Violet 1,6.7B,Suspected human carcinogens,GHS: Carcinogenicity - Category 2
8004-87-3,C.I. Basic Violet 1,8.3A,Corrosive to ocular tissue,GHS: Serious eye damage/eye irritation - Category 1
8004-87-3,C.I. Basic Violet 1,9.1A (algal),Very ecotoxic in the aquatic environment,GHS: Aquatic toxicity (Acute or Chronic) - Category 1
8004-87-3,C.I. Basic Violet 1,9.1A (crustacean),Very ecotoxic in the aquatic environment,GHS: Aquatic toxicity (Acute or Chronic) - Category 1
8004-87-3,C.I. Basic Violet 1,9.1A (fish),Very ecotoxic in the aquatic environment,GHS: Aquatic toxicity (Acute or Chronic) - Category 1
8004-87-3,C.I. Basic Violet 1,9.3C,Harmful to terrestrial vertebrates,
8004-92-0,C.I. Acid Yellow 3,6.1D (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 4
8004-92-0,C.I. Acid Yellow 3,9.3C,Harmful to terrestrial vertebrates,
8006-28-8,Soda lime,8.2C,Corrosive to dermal tissue,GHS: Skin corrosion/irritation - Category 1C
8006-28-8,Soda lime,8.3A,Corrosive to ocular tissue,GHS: Serious eye damage/eye irritation - Category 1
8006-64-2,"Oil, turpentine",3.1C,Flammable Liquids: medium hazard,GHS: Flammable liquids - Category 3
8006-64-2,"Oil, turpentine",6.1D (dermal),Acutely toxic,GHS: Acute toxicity: Dermal - Category 4
8006-64-2,"Oil, turpentine",6.1D (inhalation),Acutely toxic,GHS: Acute toxicity: Inhalation - Category 4
8006-64-2,"Oil, turpentine",6.1D (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 4
8006-64-2,"Oil, turpentine",6.3A,Irritating to the skin,GHS: Skin corrosion/irritation - Category 2
8006-64-2,"Oil, turpentine",6.4A,Irritating to the eye,GHS: Serious eye damage/eye irritation - Category 2
8006-64-2,"Oil, turpentine",6.5B (contact),Contact sensitisers,GHS: Skin sensitization - Category 1
8006-64-2,"Oil, turpentine",9.1C (crustacean),Harmful in the aquatic environment,GHS: Aquatic toxicity (Chronic) - Category 3
8006-80-2,"Oils, sassafras",6.1E (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 5
8006-80-2,"Oils, sassafras",6.6B,Suspected human mutagens,GHS: Germ cell mutagenicity - Category 2
8006-80-2,"Oils, sassafras",6.7B,Suspected human carcinogens,GHS: Carcinogenicity - Category 2
8006-80-2,"Oils, sassafras",6.9B (oral),Harmful to human target organs or systems,GHS: Specific Target Organ Systemic Toxicity - Category 2
8006-84-6,"Oils, fennel",3.1D,Flammable Liquids: low hazard,GHS: Flammable liquids - Category 4
8006-84-6,"Oils, fennel",6.1E (inhalation),Acutely toxic,GHS: Acute toxicity: Inhalation - Category 5
8006-84-6,"Oils, fennel",6.1E (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 5
8006-84-6,"Oils, fennel",6.3A,Irritating to the skin,GHS: Skin corrosion/irritation - Category 2
8006-84-6,"Oils, fennel",6.4A,Irritating to the eye,GHS: Serious eye damage/eye irritation - Category 2
8006-84-6,"Oils, fennel",6.5B (contact),Contact sensitisers,GHS: Skin sensitization - Category 1
8006-84-6,"Oils, fennel",9.1D (algal),Slightly harmful in the aquatic environment or are otherwise designed for biocidal action,GHS: Aquatic toxicity - Category 2-3 (Acute) or Category 4 (Chronic)
8006-84-6,"Oils, fennel",9.1D (crustacean),Slightly harmful in the aquatic environment or are otherwise designed for biocidal action,GHS: Aquatic toxicity - Category 2-3 (Acute) or Category 4 (Chronic)
8006-84-6,"Oils, fennel",9.1D (fish),Slightly harmful in the aquatic environment or are otherwise designed for biocidal action,GHS: Aquatic toxicity - Category 2-3 (Acute) or Category 4 (Chronic)
8006-90-4,"Oils, peppermint",3.1D,Flammable Liquids: low hazard,GHS: Flammable liquids - Category 4
8006-90-4,"Oils, peppermint",6.1E (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 5
8006-90-4,"Oils, peppermint",6.3A,Irritating to the skin,GHS: Skin corrosion/irritation - Category 2
8006-90-4,"Oils, peppermint",6.4A,Irritating to the eye,GHS: Serious eye damage/eye irritation - Category 2
8006-90-4,"Oils, peppermint",9.1D (crustacean),Slightly harmful in the aquatic environment or are otherwise designed for biocidal action,GHS: Aquatic toxicity - Category 2-3 (Acute) or Category 4 (Chronic)
8006-90-4,"Oils, peppermint",9.1D (fish),Slightly harmful in the aquatic environment or are otherwise designed for biocidal action,GHS: Aquatic toxicity - Category 2-3 (Acute) or Category 4 (Chronic)
8006-90-4,"Oils, peppermint",9.2D,Slightly harmful in the soil environment,
8007-00-9,"Balsams, peru",6.1E (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 5
8007-00-9,"Balsams, peru",6.3A,Irritating to the skin,GHS: Skin corrosion/irritation - Category 2
8007-00-9,"Balsams, peru",6.4A,Irritating to the eye,GHS: Serious eye damage/eye irritation - Category 2
8007-00-9,"Balsams, peru",6.5B (contact),Contact sensitisers,GHS: Skin sensitization - Category 1
8007-02-1,"Oil, lemongrass",6.1E (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 5
8007-02-1,"Oil, lemongrass",6.3A,Irritating to the skin,GHS: Skin corrosion/irritation - Category 2
8007-02-1,"Oil, lemongrass",6.5B (contact),Contact sensitisers,GHS: Skin sensitization - Category 1
8007-43-0,Sorbitan sesquioleate,6.3B,Mildly irritating to the skin,GHS: Skin corrosion/irritation - Category 3
8007-70-3,"Oils, anise",3.1D,Flammable Liquids: low hazard,GHS: Flammable liquids - Category 4
8007-70-3,"Oils, anise",6.1E (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 5
8007-70-3,"Oils, anise",6.3B,Mildly irritating to the skin,GHS: Skin corrosion/irritation - Category 3
8007-70-3,"Oils, anise",6.4A,Irritating to the eye,GHS: Serious eye damage/eye irritation - Category 2
8007-70-3,"Oils, anise",6.5B (contact),Contact sensitisers,GHS: Skin sensitization - Category 1
8007-70-3,"Oils, anise",9.1D (other),Slightly harmful in the aquatic environment or are otherwise designed for biocidal action,GHS: Aquatic toxicity - Category 2-3 (Acute) or Category 4 (Chronic)
8007-80-5,"Oils, cassia",6.1C (dermal),Acutely toxic,GHS: Acute toxicity: Dermal - Category 3
8007-80-5,"Oils, cassia",6.1E (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 5
8007-80-5,"Oils, cassia",6.3A,Irritating to the skin,GHS: Skin corrosion/irritation - Category 2
8007-80-5,"Oils, cassia",6.5B (contact),Contact sensitisers,GHS: Skin sensitization - Category 1
8007-80-5,"Oils, cassia",6.8B,Suspected human reproductive or developmental toxicants,GHS: Reproductive toxicity - Category 2
8007-80-5,"Oils, cassia",9.1D (algal),Slightly harmful in the aquatic environment or are otherwise designed for biocidal action,GHS: Aquatic toxicity - Category 2-3 (Acute) or Category 4 (Chronic)
