CASRN,Substance name,HSNO code,HSNO classification text,GHS translation,Key study
_v3_6864-37-5,"4,4'-Methylenebis(2-methylcyclohexylamine), >33% in a non hazardous diluent",9.1B (crustacean),Very ecotoxic in the aquatic environment,GHS: Aquatic toxicity (Chronic) - Category 2,"R PHRASE: R 51/53 [Company Data]

Bioccumulative: ND

Rapidly Degradable: ND
"
_v3_6864-37-5,"4,4'-Methylenebis(2-methylcyclohexylamine), >33% in a non hazardous diluent",9.1B (fish),Very ecotoxic in the aquatic environment,GHS: Aquatic toxicity (Chronic) - Category 2,"R PHRASE: R 51/53 [Company Data]

Bioccumulative: ND

Rapidly Degradable: ND
"
_v3_6864-37-5,"4,4'-Methylenebis(2-methylcyclohexylamine), >33% in a non hazardous diluent",9.3B,Ecotoxic to terrestrial vertebrates,,"R PHRASE: R 24 [Company Data]
"
_v0_68650-39-5,"Cocoamphocarboxy glycinate, >10% in a non hazardous diluent",6.3A,Irritating to the skin,GHS: Skin corrosion/irritation - Category 2,R PHRASE: R 38 [CHEMWATCH]
_v0_68650-39-5,"Cocoamphocarboxy glycinate, >10% in a non hazardous diluent",6.4A,Irritating to the eye,GHS: Serious eye damage/eye irritation - Category 2,R PHRASE: R 36 [CHEMWATCH]
_v0_68891-38-3,"Poly(oxy-1,2-ethanediyl), .alpha.-sulpho-.omega.-hydroxy-, C12-14-alkyl ethers, sodium salts, >3% in a non hazardous diluent",8.3A,Corrosive to ocular tissue,GHS: Serious eye damage/eye irritation - Category 1,"Classification based on the pure chemical classification and mixture rules. 
"
_v0_68915-31-1,"Polyphosphoric acids, sodium salts, >1% in a non hazardous diluent",6.9B (oral),Harmful to human target organs or systems,GHS: Specific Target Organ Systemic Toxicity - Category 2,"EndPoint: 
Primary Organ: 
REMARK: This substance was classified using the pure substance and mixture rules.
"
_v0_71-23-8,"1-Propanol, >25 - 38% in a non hazardous diluent",3.1B,Flammable Liquids: high hazard,GHS: Flammable liquids - Category 2,"Flashpoint Value : °C 
Test Method :Closed cup
Boiling Point : °C"
_v0_71-23-8,"1-Propanol, >25 - 38% in a non hazardous diluent",6.4A,Irritating to the eye,GHS: Serious eye damage/eye irritation - Category 2,"Classification based on the pure chemical classification and mixture rules. 
"
_v0_71-23-8,"1-Propanol, >25 - 38% in a non hazardous diluent",9.3C,Harmful to terrestrial vertebrates,,"Classification based on the pure chemical classification and mixture rules. 
"
_v2_71-23-8,"1-Propanol, >94% in a non hazardous diluent",3.1B,Flammable Liquids: high hazard,GHS: Flammable liquids - Category 2,"Flashpoint Value : °C 
Test Method :Closed cup
Boiling Point : °C"
_v2_71-23-8,"1-Propanol, >94% in a non hazardous diluent",6.1D (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 4,"Classification based on the parent record and mixture rules.
"
_v2_71-23-8,"1-Propanol, >94% in a non hazardous diluent",6.4A,Irritating to the eye,GHS: Serious eye damage/eye irritation - Category 2,"Classification based on the pure chemical classification and mixture rules. 
"
_v2_71-23-8,"1-Propanol, >94% in a non hazardous diluent",9.3C,Harmful to terrestrial vertebrates,,"Classification based on the pure chemical classification and mixture rules. 
"
_v2_71-36-3,"1-Butanol, >40% in a non hazardous diluent",3.1C,Flammable Liquids: medium hazard,GHS: Flammable liquids - Category 3,"Flashpoint Value : °C 
Test Method :Closed cup
Boiling Point : °C"
_v2_71-36-3,"1-Butanol, >40% in a non hazardous diluent",6.1D (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 4,"Classification based on the parent record and mixture rules.
"
_v2_71-36-3,"1-Butanol, >40% in a non hazardous diluent",6.1E (dermal),Acutely toxic,GHS: Acute toxicity: Dermal - Category 5,"Classification based on the parent record and mixture rules.
"
_v2_71-36-3,"1-Butanol, >40% in a non hazardous diluent",6.1E (inhalation),Acutely toxic,GHS: Acute toxicity: Inhalation - Category 5,"Inhalation Form:<br/> Classification based on the parent record and mixture rules.
"
_v2_71-36-3,"1-Butanol, >40% in a non hazardous diluent",6.3A,Irritating to the skin,GHS: Skin corrosion/irritation - Category 2,"Classification based on the pure chemical classification and mixture rules. 
"
_v2_71-36-3,"1-Butanol, >40% in a non hazardous diluent",8.3A,Corrosive to ocular tissue,GHS: Serious eye damage/eye irritation - Category 1,"Classification based on the pure chemical classification and mixture rules. 
"
_v2_71-36-3,"1-Butanol, >40% in a non hazardous diluent",9.3C,Harmful to terrestrial vertebrates,,"Classification based on the pure chemical classification and mixture rules. 
"
_v0_72-57-1,"C.I. Direct Blue 14, >1% in a non hazardous diluent",6.7B,Suspected human carcinogens,GHS: Carcinogenicity - Category 2,
_v0_74-89-5,"Methylamine, >25% in a non hazardous gaseous diluent",6.1C (inhalation),Acutely toxic,GHS: Acute toxicity: Inhalation - Category 3,Inhalation Form:<br/> Classification based on parent record and mixture rules
_v0_74-89-5,"Methylamine, >25% in a non hazardous gaseous diluent",6.1C (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 3,Classification based on parent record and mixture rules
_v0_74-89-5,"Methylamine, >25% in a non hazardous gaseous diluent",6.8B,Suspected human reproductive or developmental toxicants,GHS: Reproductive toxicity - Category 2,Classification based on the pure chemical classification and mixture rules. 
_v0_74-89-5,"Methylamine, >25% in a non hazardous gaseous diluent",6.9B (inhalation),Harmful to human target organs or systems,GHS: Specific Target Organ Systemic Toxicity - Category 2,"EndPoint: 
Primary Organ: 
REMARK: This substance was classified using the pure substance and mixture rules.
"
_v0_74-89-5,"Methylamine, >25% in a non hazardous gaseous diluent",8.2B,Corrosive to dermal tissue,GHS: Skin corrosion/irritation - Category 1B,Classification based on the pure chemical classification and mixture rules. 
_v0_74-89-5,"Methylamine, >25% in a non hazardous gaseous diluent",8.3A,Corrosive to ocular tissue,GHS: Serious eye damage/eye irritation - Category 1,Classification based on the pure chemical classification and mixture rules. 
_v0_74-89-5,"Methylamine, >25% in a non hazardous gaseous diluent",9.2D,Slightly harmful in the soil environment,,"
Soil DT 50 > 30 days: ND
"
_v0_74-89-5,"Methylamine, >25% in a non hazardous gaseous diluent",9.3B,Ecotoxic to terrestrial vertebrates,,Classification based on the pure chemical classification and mixture rules. 
_v0_7439-97-6,"Mercury, >26% in a non hazardous diluent",6.1B (inhalation),Acutely toxic,GHS: Acute toxicity: Inhalation - Category 2,"Inhalation Form:<br/> Classification based on the parent record and mixture rules.
"
_v0_7439-97-6,"Mercury, >26% in a non hazardous diluent",6.1B (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 2,"Classification based on the parent record and mixture rules.
"
_v0_7439-97-6,"Mercury, >26% in a non hazardous diluent",6.5B (contact),Contact sensitisers,GHS: Skin sensitization - Category 1,"Classification based on the pure chemical classification and mixture rules. 
"
_v0_7439-97-6,"Mercury, >26% in a non hazardous diluent",6.8A,Known or presumed human reproductive or developmental toxicants,GHS: Reproductive toxicity - Category 1,"Classification based on the pure chemical classification and mixture rules. 
"
_v0_7439-97-6,"Mercury, >26% in a non hazardous diluent",6.9A (inhalation),Toxic to human target organs or systems,GHS: Specific Target Organ Systemic Toxicity - Category 1,"EndPoint: 
Primary Organ: 
This Classification is based on the pure substance, mixture rules and point estimates."
_v0_7439-97-6,"Mercury, >26% in a non hazardous diluent",8.1A,Corrosive to metals,GHS: Corrosive to metals - Category 1,
_v0_7439-97-6,"Mercury, >26% in a non hazardous diluent",9.1A (algal),Very ecotoxic in the aquatic environment,GHS: Aquatic toxicity (Acute or Chronic) - Category 1,"Classification based on the parent record and mixture rules.
Bioccumulative: ND

Rapidly Degradable: ND
"
_v0_7439-97-6,"Mercury, >26% in a non hazardous diluent",9.1A (crustacean),Very ecotoxic in the aquatic environment,GHS: Aquatic toxicity (Acute or Chronic) - Category 1,"Classification based on the parent record and mixture rules.
Bioccumulative: ND

Rapidly Degradable: ND
"
_v0_7439-97-6,"Mercury, >26% in a non hazardous diluent",9.1A (fish),Very ecotoxic in the aquatic environment,GHS: Aquatic toxicity (Acute or Chronic) - Category 1,"Classification based on the parent record and mixture rules.
Bioccumulative: ND

Rapidly Degradable: ND
"
_v0_7439-97-6,"Mercury, >26% in a non hazardous diluent",9.1A (other),Very ecotoxic in the aquatic environment,GHS: Aquatic toxicity (Acute or Chronic) - Category 1,Classification based on the parent record and mixture rules.
_v0_7439-97-6,"Mercury, >26% in a non hazardous diluent",9.2B,Ecotoxic in the soil environment,,"
Soil DT 50 > 30 days: ND
"
_v0_7439-97-6,"Mercury, >26% in a non hazardous diluent",9.3A,Very ecotoxic to terrestrial vertebrates,,"Classification based on the pure chemical classification and mixture rules. 
"
_v0_7440-02-0,"Nickel, >1% in a non hazardous diluent",6.5B (contact),Contact sensitisers,GHS: Skin sensitization - Category 1,"R PHRASE: R 43 [Company Data]
"
_v0_7440-02-0,"Nickel, >1% in a non hazardous diluent",6.7B,Suspected human carcinogens,GHS: Carcinogenicity - Category 2,"R PHRASE: R 40 [Company Data]
"
_v0_7440-02-0,"Nickel, >1% in a non hazardous diluent",9.2C,Harmful in the soil environment,,"Classification based on the pure chemical classification and mixture rules.

Soil DT 50 > 30 days: ND
"
_v0_7440-48-4,"Cobalt, solid",6.4A,Irritating to the eye,GHS: Serious eye damage/eye irritation - Category 2,"
SPECIES: Rabbit
RESULT: Cobalt metal introduced in to rabbit eyes has caused a severe reaction, with abscess involving lens, ciliary body, vitreous  humor and retina. 
REFERENCE SOURCE: [Grant, W.M. Toxicology of the Eye. 3rd ed. Springfield, IL: Charles C. Thomas Publisher, 1986. 247]**PEER REVIEWED** [HSDB]

"
_v0_7440-48-4,"Cobalt, solid",6.5A (respiratory),Respiratory sensitisers,GHS: Respiratory sensitization - Category 1,"
R-PHRASE: R 42/43 May cause sensitisation by inhalation and by skin contact. COBALT (ICSC) [INCHEM]
"
_v0_7440-48-4,"Cobalt, solid",6.5B (contact),Contact sensitisers,GHS: Skin sensitization - Category 1,"
R-PHRASE: R 42/43 May cause sensitisation by inhalation and by skin contact. COBALT (ICSC) [INCHEM]
"
_v0_7440-48-4,"Cobalt, solid",6.7B,Suspected human carcinogens,GHS: Carcinogenicity - Category 2,"Overall evaluation
Cobalt and cobalt compounds are possibly carcinogenic to humans (Group 2B). 
[IARC]"
_v0_7440-48-4,"Cobalt, solid",6.8B,Suspected human reproductive or developmental toxicants,GHS: Reproductive toxicity - Category 2,"Groups of 10 F344 rats and B6C3F1 mice of each sex were exposed to cobalt sulfate heptahydrate aerosols of 0, 0.3, 1.0, 3.0, 10, or 30 mg/m3, 6 hr per day, 5 days per week, for 13 weeks. All rats and female mice and all but 2/10 male mice exposed at the top concentration survived to the end of the studies. Polycythemia was observed in exposed rats but not in mice. Sperm motility was decreased in mice exposed at 3 mg/m3 (the lowest concentration evaluated) and at higher concentrations, and increased numbers of abnormal sperm and decreased testis and epididymal weights occurred in mice exposed to 30 mg/m3. cobalt content in the urine of rats increased with increasing atmospheric cobalt exposure. Primary histopathologic effects were limited to the respiratory tract. Lesions in rats and mice included degeneration of the olfactory epithelium, squamous metaplasia of the respiratory epithelium, and inflammation in the nose; inflammation, necrosis, squamous metaplasia, ulcers 
Bucher et al1990 Inhalation toxicity studies of cobalt sulfate in F344 rats and B6C3F1 mice FUNDAM APPL TOXICOL; 15 (2). 1990. 357-372 [iuclid 2000]
[Cross referenced with Cobalt sulfate CAS 10124-43-3]"
_v0_7440-48-4,"Cobalt, solid",6.9A (inhalation),Toxic to human target organs or systems,GHS: Specific Target Organ Systemic Toxicity - Category 1,"EndPoint: LOAEL     
Primary Organ: 
Animals were exposed to the repeated inhalation of the cobalt metal blend used by the cemented carbide industry: a concentration of 20 mg/m3 of cobalt for 3 years produced hyperplasia of the bronchial epithelium and focal fibrotic lesions of the lungs with developing granulomata; daily inhalation of cobalt metal fume composed of approximately equal parts of cobalt, cobalt oxide, and cobaltic-cobaltous oxide did not elicit these reactions.  Guinea-pigs developed acute pneumonitis, often rapidly fatal, from the intratracheal injection of cobalt metal or repeated inhalation of a mixture of 75% tungsten carbide and 25% cobalt.  Chronic interstitial pnemonitis has been reported in workers in the cemented carbide industry, and cobalt has been conditionally implicated as the etiologic agent by a process of elimination of the other materials used in the industry.  Symptoms range from shortness of breath, cough, and dyspnea on exertion to permanent disability or death in some cases.  Among 12 workers exposed to cobalt engaged in manufacture of, or grinding with, tungsten carbide tools, who developed interstitial lung disease, there were 8 fatalities; serial chest roentgenograms over a period of 3 to 12 years revealed gradually progressive densities of a linear and nodular nature which gradually involved major portions of both lungs; cough, dyspnea on exertion, and reduced pulmonary function occurred early in the course of the disease.  The disease has features of hypersensitivity; only a small percentage of people exposed are affected and with little evidence of dose-response relationship.
(http://www.cdc.gov/niosh/pdfs/0146.pdf)
[NIOSH]
"
_v0_7446-70-0,"Aluminium chloride anhydrous, >5% in a non hazardous diluent",8.1A,Corrosive to metals,GHS: Corrosive to metals - Category 1,Classification based on the pure chemical classification and mixture rules. 
_v0_7446-70-0,"Aluminium chloride anhydrous, >5% in a non hazardous diluent",8.2B,Corrosive to dermal tissue,GHS: Skin corrosion/irritation - Category 1B,Classification based on the pure chemical classification and mixture rules. 
_v0_7446-70-0,"Aluminium chloride anhydrous, >5% in a non hazardous diluent",8.3A,Corrosive to ocular tissue,GHS: Serious eye damage/eye irritation - Category 1,"R PHRASE: R 34 [Company Data]
"
_v0_7446-70-0,"Aluminium chloride anhydrous, >5% in a non hazardous diluent",9.3B,Ecotoxic to terrestrial vertebrates,,Classification based on the pure chemical classification and mixture rules. 
_v1_7447-41-8,"Lithium chloride, >25% in a non hazardous diluent",6.1D (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 4,"R PHRASE: R 22 [Company Data]
"
_v1_7447-41-8,"Lithium chloride, >25% in a non hazardous diluent",6.3A,Irritating to the skin,GHS: Skin corrosion/irritation - Category 2,"R PHRASE: R 38 [Company Data]
"
_v1_7447-41-8,"Lithium chloride, >25% in a non hazardous diluent",6.4A,Irritating to the eye,GHS: Serious eye damage/eye irritation - Category 2,"R PHRASE: R 36 [Company Data]
"
_v1_7447-41-8,"Lithium chloride, >25% in a non hazardous diluent",9.3C,Harmful to terrestrial vertebrates,,"R PHRASE: R 22 [Company Data]
"
_v0_75-09-2,"Dichloromethane, >71% in a non hazardous diluent",6.1D (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 4,"Classification based on the parent record and mixture rules.
"
_v0_75-09-2,"Dichloromethane, >71% in a non hazardous diluent",6.3A,Irritating to the skin,GHS: Skin corrosion/irritation - Category 2,"Classification based on the pure chemical classification and mixture rules. 
"
_v0_75-09-2,"Dichloromethane, >71% in a non hazardous diluent",6.4A,Irritating to the eye,GHS: Serious eye damage/eye irritation - Category 2,"Classification based on the pure chemical classification and mixture rules. 
"
_v0_75-09-2,"Dichloromethane, >71% in a non hazardous diluent",6.7B,Suspected human carcinogens,GHS: Carcinogenicity - Category 2,"Classification based on the pure chemical classification and mixture rules. 
"
_v0_75-09-2,"Dichloromethane, >71% in a non hazardous diluent",6.9B (inhalation),Harmful to human target organs or systems,GHS: Specific Target Organ Systemic Toxicity - Category 2,"EndPoint: 
Primary Organ: 
REMARK: This substance was classified using the pure substance and mixture rules.
"
_v0_75-09-2,"Dichloromethane, >71% in a non hazardous diluent",9.3C,Harmful to terrestrial vertebrates,,"Classification based on the pure chemical classification and mixture rules. 
"
_v0_75-12-7,"Formamide, >1% in a non hazardous diluent",6.8A,Known or presumed human reproductive or developmental toxicants,GHS: Reproductive toxicity - Category 1,"R PHRASE: R 61 [Company Data]
"
_v0_75-57-0,"Tetramethylammonium chloride, >33% in a non hazardous diluent",6.1C (dermal),Acutely toxic,GHS: Acute toxicity: Dermal - Category 3,R PHRASE: R 21 [Company Data]
_v0_75-57-0,"Tetramethylammonium chloride, >33% in a non hazardous diluent",6.1C (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 3,R PHRASE: R 25 [Company Data]
_v0_75-57-0,"Tetramethylammonium chloride, >33% in a non hazardous diluent",9.3B,Ecotoxic to terrestrial vertebrates,,R PHRASE: R 25 [Company Data]
_v0_75-65-0,"t-Butanol, >20 - 54% in a non hazardous diluent",3.1B,Flammable Liquids: high hazard,GHS: Flammable liquids - Category 2,"Flashpoint Value : °C 
Test Method :Closed cup
Boiling Point : °C"
_v0_75-65-0,"t-Butanol, >20 - 54% in a non hazardous diluent",6.3B,Mildly irritating to the skin,GHS: Skin corrosion/irritation - Category 3,"REMARK: Classification based on the pure substance (CAS# 75-65-0) and mixture rules.
"
_v0_75-65-0,"t-Butanol, >20 - 54% in a non hazardous diluent",6.4A,Irritating to the eye,GHS: Serious eye damage/eye irritation - Category 2,"REMARK: Classification based on the pure substance (CAS# 75-65-0) and mixture rules.
"
_v0_7550-35-8,"Lithium bromide, >25% in a non hazardous diluent",6.1D (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 4,"R PHRASE: R 22 [Company Data]
"
_v0_7550-35-8,"Lithium bromide, >25% in a non hazardous diluent",9.3C,Harmful to terrestrial vertebrates,,R PHRASE: R 22 [Company Data]
_v3_7553-56-2,"Iodine, >5 - 10% in a non hazardous diluent",6.5B (contact),Contact sensitisers,GHS: Skin sensitization - Category 1,"Classification based on the pure chemical classification and mixture rules. 
"
_v3_7553-56-2,"Iodine, >5 - 10% in a non hazardous diluent",6.9B (oral),Harmful to human target organs or systems,GHS: Specific Target Organ Systemic Toxicity - Category 2,"EndPoint: 
Primary Organ: 
REMARK: This substance was classified using the pure substance and mixture rules.
"
_v3_7553-56-2,"Iodine, >5 - 10% in a non hazardous diluent",8.2C,Corrosive to dermal tissue,GHS: Skin corrosion/irritation - Category 1C,"Classification based on the pure chemical classification and mixture rules. 
"
_v3_7553-56-2,"Iodine, >5 - 10% in a non hazardous diluent",8.3A,Corrosive to ocular tissue,GHS: Serious eye damage/eye irritation - Category 1,"Classification based on the pure chemical classification and mixture rules. 
"
_v0_7558-80-7,"Sodium phosphate, >10 - 50% in a non hazardous diluent",6.3B,Mildly irritating to the skin,GHS: Skin corrosion/irritation - Category 3,Classification based on the pure chemical classification and mixture rules. 
_v0_7558-80-7,"Sodium phosphate, >10 - 50% in a non hazardous diluent",6.4A,Irritating to the eye,GHS: Serious eye damage/eye irritation - Category 2,Classification based on the pure chemical classification and mixture rules. 
_v0_76-22-2,Camphor,4.1.1B,Readily combustible solids and solids that may cause fire through friction: low hazard,GHS: Flammable solids - Category 2,
_v1_7631-90-5,"Sodium bisulphite, >25% in a non hazardous diluent",6.1D (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 4,"Classification based on the parent record and mixture rules.
"
_v1_7631-90-5,"Sodium bisulphite, >25% in a non hazardous diluent",6.3A,Irritating to the skin,GHS: Skin corrosion/irritation - Category 2,"Classification based on the pure chemical classification and mixture rules. 
"
_v1_7631-90-5,"Sodium bisulphite, >25% in a non hazardous diluent",6.4A,Irritating to the eye,GHS: Serious eye damage/eye irritation - Category 2,"Classification based on the pure chemical classification and mixture rules. 
"
_v1_7631-90-5,"Sodium bisulphite, >25% in a non hazardous diluent",6.5B (contact),Contact sensitisers,GHS: Skin sensitization - Category 1,"Classification based on the pure chemical classification and mixture rules. 
"
_v1_7631-90-5,"Sodium bisulphite, >25% in a non hazardous diluent",9.3C,Harmful to terrestrial vertebrates,,"Classification based on the pure chemical classification and mixture rules. 
"
_v0_7631-99-4,"Sodium nitrate, >64% in a non hazardous diluent",5.1.1C,Oxidising substances that are liquids or solids: low hazard,GHS: Oxidizing liquids/solids - Category 3,
_v0_7631-99-4,"Sodium nitrate, >64% in a non hazardous diluent",6.1D (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 4,"Classification based on the parent record and mixture rules.
"
_v0_7631-99-4,"Sodium nitrate, >64% in a non hazardous diluent",9.3C,Harmful to terrestrial vertebrates,,"REMARK: Classification calculated using the hazard classification of the pure substance (nitric acid, sodium salt CAS # 7631-99-4) and mixture rules. 
"
_v2_7646-85-7,"Zinc chloride, >67% in a non hazardous diluent",6.1C (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 3,"Classification based on the parent record and mixture rules.
"
_v2_7646-85-7,"Zinc chloride, >67% in a non hazardous diluent",8.2C,Corrosive to dermal tissue,GHS: Skin corrosion/irritation - Category 1C,"Classification based on the pure chemical classification and mixture rules. 
"
_v2_7646-85-7,"Zinc chloride, >67% in a non hazardous diluent",8.3A,Corrosive to ocular tissue,GHS: Serious eye damage/eye irritation - Category 1,"Classification based on the pure chemical classification and mixture rules. 
"
_v2_7646-85-7,"Zinc chloride, >67% in a non hazardous diluent",9.1A (algal),Very ecotoxic in the aquatic environment,GHS: Aquatic toxicity (Acute or Chronic) - Category 1,"Classification based on the parent record and mixture rules.
Bioccumulative: ND

Rapidly Degradable: ND
"
_v2_7646-85-7,"Zinc chloride, >67% in a non hazardous diluent",9.1A (crustacean),Very ecotoxic in the aquatic environment,GHS: Aquatic toxicity (Acute or Chronic) - Category 1,"Classification based on the parent record and mixture rules.
Bioccumulative: ND

Rapidly Degradable: ND
"
_v2_7646-85-7,"Zinc chloride, >67% in a non hazardous diluent",9.1A (fish),Very ecotoxic in the aquatic environment,GHS: Aquatic toxicity (Acute or Chronic) - Category 1,"Classification based on the parent record and mixture rules.
Bioccumulative: ND

Rapidly Degradable: ND
"
_v2_7646-85-7,"Zinc chloride, >67% in a non hazardous diluent",9.3B,Ecotoxic to terrestrial vertebrates,,"Classification based on the pure chemical classification and mixture rules. 
"
_v0_7681-11-0,"Potassium iodide, >1 - 3% in a non hazardous diluent",6.5B (contact),Contact sensitisers,GHS: Skin sensitization - Category 1,"Classification based on the pure chemical classification and mixture rules. 
"
_v0_7681-38-1,"Sodium hydrogen sulphate, >3% in a non hazardous diluent",8.2C,Corrosive to dermal tissue,GHS: Skin corrosion/irritation - Category 1C,Classification based on the pure chemical classification and mixture rules. 
_v0_7681-38-1,"Sodium hydrogen sulphate, >3% in a non hazardous diluent",8.3A,Corrosive to ocular tissue,GHS: Serious eye damage/eye irritation - Category 1,R PHRASE: R 41 [ECB]
_v0_7681-52-9,"Sodium hypochlorite, >25% in a non hazardous diluent",8.2C,Corrosive to dermal tissue,GHS: Skin corrosion/irritation - Category 1C,"Classification based on the pure chemical classification and mixture rules. 
"
_v0_7681-52-9,"Sodium hypochlorite, >25% in a non hazardous diluent",8.3A,Corrosive to ocular tissue,GHS: Serious eye damage/eye irritation - Category 1,"Classification based on the pure chemical classification and mixture rules. 
"
_v0_7681-52-9,"Sodium hypochlorite, >25% in a non hazardous diluent",9.1A (crustacean),Very ecotoxic in the aquatic environment,GHS: Aquatic toxicity (Acute or Chronic) - Category 1,"Classification based on the parent record and mixture rules.
Bioccumulative: ND

Rapidly Degradable: ND
"
_v0_7681-52-9,"Sodium hypochlorite, >25% in a non hazardous diluent",9.1A (fish),Very ecotoxic in the aquatic environment,GHS: Aquatic toxicity (Acute or Chronic) - Category 1,"Classification based on the parent record and mixture rules.
Bioccumulative: ND

Rapidly Degradable: ND
"
_v0_7681-52-9,"Sodium hypochlorite, >25% in a non hazardous diluent",9.1D (algal),Slightly harmful in the aquatic environment or are otherwise designed for biocidal action,GHS: Aquatic toxicity - Category 2-3 (Acute) or Category 4 (Chronic),"Classification based on the parent record and mixture rules.
Bioccumulative: ND

Rapidly Degradable: ND
"
_v0_7681-82-5,"Sodium iodide, >26 - 49% in a non hazardous diluent",6.5B (contact),Contact sensitisers,GHS: Skin sensitization - Category 1,Classification based on the pure chemical classification and mixture rules. 
_v0_7681-82-5,"Sodium iodide, >26 - 49% in a non hazardous diluent",6.9A (oral),Toxic to human target organs or systems,GHS: Specific Target Organ Systemic Toxicity - Category 1,"EndPoint: 
Primary Organ: 
This Classification is based on the pure substance, mixture rules and point estimates."
_v0_7681-82-5,"Sodium iodide, >26 - 49% in a non hazardous diluent",9.1A (crustacean),Very ecotoxic in the aquatic environment,GHS: Aquatic toxicity (Acute or Chronic) - Category 1,"Classification based on the parent record and mixture rules.
Bioccumulative: ND

Rapidly Degradable: ND
"
_v1_77-92-9,"Citric acid, >10 - 50% in a non hazardous diluent",6.3B,Mildly irritating to the skin,GHS: Skin corrosion/irritation - Category 3,"Classification based on the pure chemical classification and mixture rules. 
"
_v1_77-92-9,"Citric acid, >10 - 50% in a non hazardous diluent",8.3A,Corrosive to ocular tissue,GHS: Serious eye damage/eye irritation - Category 1,"Classification based on the pure chemical classification and mixture rules. 
"
_v2_77-92-9,"Citric acid, >3 - 10% in a non hazardous diluent",8.3A,Corrosive to ocular tissue,GHS: Serious eye damage/eye irritation - Category 1,"Classification based on the pure chemical classification and mixture rules. 
"
_v3_77-92-9,"Citric acid, >50% in a non hazardous diluent",6.1E (inhalation),Acutely toxic,GHS: Acute toxicity: Inhalation - Category 5,"Inhalation Form:<br/> Classification based on the parent record and mixture rules.
"
_v3_77-92-9,"Citric acid, >50% in a non hazardous diluent",6.3B,Mildly irritating to the skin,GHS: Skin corrosion/irritation - Category 3,"Classification based on the pure chemical classification and mixture rules. 
"
_v3_77-92-9,"Citric acid, >50% in a non hazardous diluent",8.3A,Corrosive to ocular tissue,GHS: Serious eye damage/eye irritation - Category 1,"Classification based on the pure chemical classification and mixture rules. 
"
_v0_7705-07-9,"Titanium (III) chloride, >5 - 49% in a non hazardous diluent",8.2C,Corrosive to dermal tissue,GHS: Skin corrosion/irritation - Category 1C,"R PHRASE: R 34 [Company Data]
"
_v0_7705-07-9,"Titanium (III) chloride, >5 - 49% in a non hazardous diluent",8.3A,Corrosive to ocular tissue,GHS: Serious eye damage/eye irritation - Category 1,"R PHRASE: R 34 [Company Data]
"
_v2_7722-64-7,"Potassium permanganate, >38% in a non hazardous diluent",5.1.1B,Oxidising substances that are liquids or solids: medium hazard,GHS: Oxidizing liquids/solids - Category 2,
_v2_7722-64-7,"Potassium permanganate, >38% in a non hazardous diluent",6.1D (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 4,"Classification based on the parent record and mixture rules.
"
_v2_7722-64-7,"Potassium permanganate, >38% in a non hazardous diluent",6.8B,Suspected human reproductive or developmental toxicants,GHS: Reproductive toxicity - Category 2,Classification based on the pure chemical classification and mixture rules. 
_v2_7722-64-7,"Potassium permanganate, >38% in a non hazardous diluent",6.9A (inhalation),Toxic to human target organs or systems,GHS: Specific Target Organ Systemic Toxicity - Category 1,"EndPoint: 
Primary Organ: 
Based on parent record and mixture rules"
_v2_7722-64-7,"Potassium permanganate, >38% in a non hazardous diluent",6.9B (oral),Harmful to human target organs or systems,GHS: Specific Target Organ Systemic Toxicity - Category 2,"EndPoint: 
Primary Organ: 
Based on parent record and mixture rules"
_v2_7722-64-7,"Potassium permanganate, >38% in a non hazardous diluent",8.2C,Corrosive to dermal tissue,GHS: Skin corrosion/irritation - Category 1C,Classification based on the pure chemical classification and mixture rules. 
_v2_7722-64-7,"Potassium permanganate, >38% in a non hazardous diluent",8.3A,Corrosive to ocular tissue,GHS: Serious eye damage/eye irritation - Category 1,Classification based on the pure chemical classification and mixture rules. 
_v2_7722-64-7,"Potassium permanganate, >38% in a non hazardous diluent",9.1A (crustacean),Very ecotoxic in the aquatic environment,GHS: Aquatic toxicity (Acute or Chronic) - Category 1,"Classification based on the parent record and mixture rules.
Bioccumulative: ND

Rapidly Degradable: ND
"
_v2_7722-64-7,"Potassium permanganate, >38% in a non hazardous diluent",9.1A (fish),Very ecotoxic in the aquatic environment,GHS: Aquatic toxicity (Acute or Chronic) - Category 1,"Classification based on the parent record and mixture rules.
Bioccumulative: ND

Rapidly Degradable: ND
"
_v2_7722-64-7,"Potassium permanganate, >38% in a non hazardous diluent",9.2A,Very ecotoxic in the soil environment,,"
Soil DT 50 > 30 days: ND
"
_v2_7722-64-7,"Potassium permanganate, >38% in a non hazardous diluent",9.3C,Harmful to terrestrial vertebrates,,Classification based on the pure chemical classification and mixture rules. 
