CASRN,Name,Hazard class,Classification,Symbol,Signal word,Hazard statement,Rationale for classification,Date of classification
637-92-3,"Propane, 2-ethoxy-2-methyl-",Flammable gases,Not applicable,-,-,-,Liquid (GHS definition),"Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
6375-47-9,3'-Amino-4'-methoxyacetanilide,Flammable gases,Not applicable,,,,"Classified as ""solid"" according to GHS definition ","Sep. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
638-21-1,phenylphosphine,Flammable gases,Not applicable,-,-,-,Liquid (GHS definition),"May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
639-58-7,triphenyltin chloride,Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"Feb. 20, 2007 (Environmental Hazards: Mar. 31, 2006)"
6392-46-7,allyxycarb,Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"Oct. 23, 2006 (Environmental Hazards: Mar. 31, 2006)"
63935-38-6,"alpha-cyano-3-phenoxybenzyl 2,2-dichloro-1-(4-ethoxyphenyl)cyclopropanecarboxylate",Flammable gases,Not applicable,,,,"Classified as ""liquid"" according to GHS definition ","Dec. 18, 2006 (Environmental Hazards: Mar. 31, 2006)"
64-17-5,Ethanol,Flammable gases,Not applicable,-,-,-,Liquid (GHS definition),"Mar. 23, 2006"
64-18-6,Formic acid,Flammable gases,Not applicable,-,-,-,Liquid (GHS definition),"May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
64-19-7,Acetic acid,Flammable gases,Not applicable,-,-,-,Liquid (GHS definition),"Aug. 18, 2006 (Environmental Hazards: Feb. 10, 2006)"
64-67-5,Diethyl sulfate,Flammable gases,Not applicable,-,-,-,Liquid (GHS definition),"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
640-15-3,"S-2-(Ethylthio)ethyl O,O-dimethyl phosphorodithioate; Thiometon",Flammable gases,Not applicable,,,,"Classified as ""liquid"" according to GHS definition","Aug. 22, 2006 (Environmental Hazards: Mar. 31, 2006)"
640-19-7,2-fluoroacetamide,Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
640-67-5,"Manganese, [ethanedioato(2-)-kappaO1,kappaO2]-",Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"Nov. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
64047-88-7,"Sodium 2,4-dichloro-6-nitrophenolate",Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"Oct. 23, 2006 (Environmental Hazards: Mar. 31, 2006)"
6420-47-9,"2-sec-butyl-4,6-dinitrophenol, compound with 2,2',2''-nitrilotriethanol (1:1)",Flammable gases,Not applicable,-,-,-,Liquid (GHS definition),"Jan. 23, 2007 (Environmental Hazards: Mar. 31, 2006)"
6423-43-4,"1,2-Propanediol, dinitrate",Flammable gases,Not applicable,-,-,-,Liquid (GHS definition),"Sep. 1, 2005 (Environmental Hazards: Mar. 31, 2006)"
6423-72-9,"Methanearsonic acid, calcium salt",Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"Dec. 18, 2006 (Environmental Hazards: Mar. 31, 2006)"
64440-88-6,"N,N'-ethylenebis(thiocarbamoylthiozinc) bis(N,N-dimethyldithiocarbamate)",Flammable gases,Not applicable,,,,"Classified as ""solid"" according to GHS definition ","Dec. 18, 2006 (Environmental Hazards: Mar. 31, 2006)"
6449-00-9,Dichromium tricarbonate,Flammable gases,Not applicable,,,,"Classified as ""solid"" according to GHS definition","May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
6454-35-9,"(E)-5,5,12,12-Tetrabutyl-7,10-dioxo-6,11-dioxa-5,12-distannahexadec-8-ene",Flammable gases,Not applicable,,,,"Classified as ""liquid"" or ""solid"" according to GHS definition ","Oct. 23, 2006 (Environmental Hazards: Mar. 31, 2006)"
6459-94-5,"disodium 8-((3,3'-dimethyl-4'-(4-(4-methylphenylsulphonyloxy)phenylazo)(1,1'-biphenyl)-4-yl)azo)-7-hydroxynaphthalene-1,3-disulphonate",Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
646-06-0,"1,3-Dioxolane",Flammable gases,Not applicable,-,-,-,Liquid (GHS definition),"Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
6465-92-5,"Phosphoric acid, 2,2-dichloroethenyl dimethyl ester, compd. with calcium bis(2,2-dichloroethenyl methyl phosphate) (2:1)",Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"Dec. 18, 2006 (Environmental Hazards: Mar. 31, 2006)"
64741-44-2,"Distillates (petroleum), straight-run middle",Flammable gases,Not applicable,-,-,-,Liquid (room temperature),"Jul. 24, 2006 (Environmental Hazards: Mar. 23, 2006)"
64741-88-4,"Distillates (petroleum), solvent-refined heavy paraffinic; Distillates (petroleum), solvent-refined light naphthenic; Lubricating oils (petroleum), C15-30, hydrotreated neutral oil-based; Lubricating oils (petroleum), C20-50, hydrotreated neutral oil-based; Petroleum; Paraffin oils",Flammable gases,Not applicable,-,-,-,Liquid (room temperature),"Feb. 20, 2007 (Environmental Hazards: Mar. 31, 2006)"
64741-97-5,"Distillates (petroleum), solvent-refined heavy paraffinic; Distillates (petroleum), solvent-refined light naphthenic; Lubricating oils (petroleum), C15-30, hydrotreated neutral oil-based; Lubricating oils (petroleum), C20-50, hydrotreated neutral oil-based; Petroleum; Paraffin oils",Flammable gases,Not applicable,-,-,-,Liquid (room temperature),"Feb. 20, 2007 (Environmental Hazards: Mar. 31, 2006)"
6484-52-2,Ammonium nitrate,Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"Mar. 23, 2006 (Environmental Hazards: Feb. 10, 2006)"
65-30-5,nicotine sulphate,Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"Dec. 18, 2006 (Environmental Hazards: Mar. 31, 2006)"
6517-25-5,Tributyltin sulfamate,Flammable gases,Not applicable,,,,"Classified as ""liquid"" or ""solid"" according to GHS definition ","Oct. 23, 2006 (Environmental Hazards: Mar. 31, 2006)"
65907-30-4,"2,3-dihydro-2,2-dimethyl-7-benzofuryl 2,4-dimethyl-6-oxa-5-oxo-3-thia-2,4-diazadecanoate",Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"Sep. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
66-27-3,methyl methanesulphonate,Flammable gases,Not applicable,-,-,-,Liquid (GHS definition),"May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
66-32-0,strychnidin-10-one mononitrate,Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"Mar. 15, 2007 (Environmental Hazards: Mar. 31, 2006)"
66-81-9,cicloheximide,Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"Oct. 23, 2006 (Environmental Hazards: Mar. 31, 2006)"
66230-04-4,Esfenvalerate,Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"Feb. 20, 2007 (Environmental Hazards: Mar. 31, 2006)"
66332-96-5,Flutolanil,Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
6649-23-6,"2,3,5,6-tetrahydro-6-phenyl-imidazo[2,1-b]thiazole",Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"Jan. 23, 2007 (Environmental Hazards: Mar. 31, 2006)"
66841-25-6,"alpha-cyano-3-phenoxybenzyl 2,2-dimethyl-3-(1,2,2,2-tetrabromoethyl)cyclopropanecarboxylate",Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"Feb. 20, 2007 (Environmental Hazards: Mar. 31, 2006)"
66952-49-6,Methasulfocarb,Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"Nov. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
67-56-1,Methanol,Flammable gases,Not applicable,-,-,-,Liquid (GHS definition),"Mar. 23, 2006 (Environmental Hazards: Feb. 10, 2006)"
67-63-0,2-Propanol,Flammable gases,Not applicable,-,-,-,Liquid (GHS definition),"Mar. 23, 2006 (Environmental Hazards: Feb. 10, 2006)"
67-64-1,Acetone,Flammable gases,Not applicable,-,-,-,Liquid (GHS definition),"Mar. 23, 2006 (Environmental Hazards: Feb. 10, 2006)"
67-66-3,Chloroform,Flammable gases,Not applicable,,,,"Classified as ""liquid"" according to GHS definition","Mar. 23, 2006 (Environmental Hazards: Feb. 10, 2006)"
67-72-1,"Ethane, hexachloro-",Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
671-04-5,Carbanolate,Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
67375-30-8,"(S)-alpha-Cyano-3-phenoxybenzyl 3-(2,2-dichlorovinyl)-2,2-dimethyl-cis-cyclopropanecarboxylate; alpha-Cypermethrin",Flammable gases,Not applicable,,,,"Classified as ""solid"" according to GHS definition ","Sep. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
674-82-8,4-Methylideneoxetan-2-one,Flammable gases,Not applicable,-,-,-,Liquid,2009.3.31
676-97-1,methylphosphonic dichloride,Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
67747-09-5,"N-propyl-N-[2-(2,4,6-trichlorophenoxy)ethyl]imidazole-1-carboxamide",Flammable gases,Not applicable,,,,"Classified as ""solid"" according to GHS definition ","Dec. 18, 2006 (Environmental Hazards: Mar. 31, 2006)"
67772-01-4,"Coplymer of alkyl(c=8) acrylate,methyl methacrylate and tributyltin methacrylate",Flammable gases,Not applicable,,,,"Classified as ""liquid"" or ""solid"" according to GHS definition ","Oct. 23, 2006 (Environmental Hazards: Mar. 31, 2006)"
68-11-1,Mercaptoacetic acid,Flammable gases,Not applicable,,,,"Classified as ""liquid"" according to GHS definition","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
68-12-2,"N,N-Dimethylformamide",Flammable gases,Not applicable,,,,"Classified as ""liquid"" according to GHS definition","Mar. 23, 2006 (Environmental Hazards: Feb. 10, 2006)"
680-31-9,hexamethylphosphoric triamide,Flammable gases,Not applicable,-,-,-,Liquid (GHS definition),"Nov. 1, 2005 (Environmental Hazards: Mar. 31, 2006)"
681-84-5,Tetramethyl silicate,Flammable gases,Not applicable,-,-,-,Liquid (GHS definition),"Sep. 1, 2005 (Environmental Hazards: Mar. 31, 2006)"
68308-34-9,Shale oils,Flammable gases,Not applicable,-,-,-,Liquid (room temperature),"Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
6864-37-5,"4,4'-Methylenebis(2-methylcyclohexaneamine)",Flammable gases,Not applicable,,,,"Classified as ""liquid"" according to GHS definition  ","Sep. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
688-84-6,2-Ethylhexyl methacrylate,Flammable gases,Not applicable,,,,"Classified as ""liquid"" according to GHS definition","Aug. 22, 2006 (Environmental Hazards: Mar. 31, 2006)"
68955-20-4,Sodium alkyl(C16-18) sulfate,Flammable gases,Not applicable,-,-,-,Solid,2009.3.31
6923-22-4,monocrotophos,Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
69327-76-0,"2-tert-Butylimino-3-isopropyl-5-phenyltetrahydro-4H-1,3,5-thiadiazin-4-one; buprofezin",Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"Mar. 15, 2007 (Environmental Hazards: Mar. 31, 2006)"
69409-94-5,Fluvalinate,Flammable gases,Not applicable,-,-,-,Liquid (GHS definition),"Oct. 23, 2006 (Environmental Hazards: Mar. 31, 2006)"
6988-21-2,dioxacarb,Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"Jan. 23, 2007 (Environmental Hazards: Mar. 31, 2006)"
7085-85-0,"2-Propenoic acid, 2-cyano-, ethyl ester",Flammable gases,Not applicable,-,-,-,Liquid (GHS definition),"Feb. 20, 2007 (Environmental Hazards: Mar. 31, 2006)"
709-98-8,"3',4'-dichloropropionanilide",Flammable gases,Not applicable,,,,"Classified as ""solid"" according to GHS definition ","Dec. 18, 2006 (Environmental Hazards: Mar. 31, 2006)"
7094-94-2,(Chloroacetoxy)triphenylstannane,Flammable gases,Not applicable,,,,"Classified as ""solid"" according to GHS definition","Oct. 23, 2006 (Environmental Hazards: Mar. 31, 2006)"
71-23-8,1-Propanol,Flammable gases,Not applicable,-,-,-,Liquid (GHS definition),"May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
71-36-3,1-Butanol,Flammable gases,Not applicable,-,-,-,Liquid (GHS definition),"Feb. 20, 2007 (Environmental Hazards: Feb. 10, 2006)"
71-43-2,Benzene,Flammable gases,Not applicable,,,,"Classified as ""liquid"" according to GHS definition","Mar. 23, 2006 (Environmental Hazards: Feb. 10, 2006)"
71-55-6,"Ethane, 1,1,1-trichloro-",Flammable gases,Not applicable,-,-,-,Liquid (GHS definition),"Mar. 23, 2006 (Environmental Hazards: Feb. 10, 2006)"
71048-99-2,4-[(Hydroxy)(methyl)phosphinyl]-L-Abu-L-Ala-L-Ala-ONa,Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"Mar. 15, 2007 (Environmental Hazards: Mar. 31, 2006)"
71561-11-0,"2-[4-(2,4-dichlorobenzoyl)-1,3-dimethyl-5-pyrazolyloxy]acetophenone",Flammable gases,Not applicable,,,,"Classified as ""solid"" according to GHS definition ","Dec. 18, 2006 (Environmental Hazards: Mar. 31, 2006)"
72-20-8,endrin,Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
72-43-5,Methoxychlor,Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
72-57-1,"tetrasodium 3,3'-[(3,3'-dimethyl[1,1'-biphenyl]-4,4'-diyl)bis(azo)]bis[5-amino-4-hydroxynaphthalene-2,7-disulphonate]",Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
72623-86-0,"Distillates (petroleum), solvent-refined heavy paraffinic; Distillates (petroleum), solvent-refined light naphthenic; Lubricating oils (petroleum), C15-30, hydrotreated neutral oil-based; Lubricating oils (petroleum), C20-50, hydrotreated neutral oil-based; Petroleum; Paraffin oils",Flammable gases,Not applicable,-,-,-,Liquid (room temperature),"Feb. 20, 2007 (Environmental Hazards: Mar. 31, 2006)"
72623-87-1,"Distillates (petroleum), solvent-refined heavy paraffinic; Distillates (petroleum), solvent-refined light naphthenic; Lubricating oils (petroleum), C15-30, hydrotreated neutral oil-based; Lubricating oils (petroleum), C20-50, hydrotreated neutral oil-based; Petroleum; Paraffin oils",Flammable gases,Not applicable,-,-,-,Liquid (room temperature),"Feb. 20, 2007 (Environmental Hazards: Mar. 31, 2006)"
7292-16-2,propaphos,Flammable gases,Not applicable,-,-,-,Liquid (GHS definition),"Feb. 20, 2007 (Environmental Hazards: Mar. 31, 2006)"
732-11-6,"O,O-dimethyl phthalimidomethyl S-phosphorodithioate",Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"Mar. 15, 2007 (Environmental Hazards: Mar. 31, 2006)"
73250-68-7,2-(2-benzothiazolyloxy)-N-methylacetanilide,Flammable gases,Not applicable,,,,"Classified as ""solid"" according to GHS definition ","Nov. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
74-88-4,iodomethane,Flammable gases,Not applicable,-,-,-,Liquid (GHS definition),"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
74-90-8,Hydrogen cyanide,Flammable gases,Not applicable,,,,"Classified as ""liquid"" according to GHS definition","Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
74-96-4,"Ethane, bromo-",Flammable gases,Not applicable,-,-,-,Liquid (GHS definition),"Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
74-97-5,"Methane, bromochloro-",Flammable gases,Not applicable,-,-,-,Liquid (GHS definition),"May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
74115-24-5,"3,6-Bis(2-chlorophenyl)-1,2,4,5-tetrazine; Clofentezine",Flammable gases,Not applicable,,,,"Classified as ""solid"" according to GHS definition","Nov. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
74222-97-2,"methyl 2-[[[[(4,6-dimethyl-2-pyrimidinyl)amino]carbonyl]amino]sulphonyl]benzoate",Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
7429-90-5,Aluminium,Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"May 24, 2006 (Environmental Hazards: Mar. 23, 2006)"
7439-92-1,Lead,Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"Aug. 1, 2005 (Environmental Hazards: Mar. 31, 2006)"
7439-93-2,lithium,Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"Mar. 23, 2006"
7439-95-4,Magnesium,Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"Mar. 23, 2006"
7439-96-5,Manganese,Flammable gases,Not applicable,,,,"Classified as ""solid"" according to GHS definition","Aug. 22, 2006 (Environmental Hazards: Mar. 31, 2006)"
7439-97-6,Mercury,Flammable gases,Not applicable,,,,"Classified as ""liquid"" according to GHS definition","Mar. 23, 2006"
7439-98-7,Molybdenum,Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
7440-02-0,Nickel,Flammable gases,Not applicable,,,,"Classified as ""solid"" according to GHS definition","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
7440-06-4,platinum,Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"Aug. 18, 2006 (Environmental Hazards: Mar. 31, 2006)"
7440-09-7,potassium,Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"Mar. 23, 2006"
7440-16-6,rhodium,Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
7440-22-4,Silver,Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
7440-23-5,Sodium,Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"Mar. 23, 2006"
7440-25-7,tantalum,Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
7440-28-0,thallium,Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
7440-31-5,Tin,Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
7440-33-7,Tungsten,Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
7440-36-0,Antimony,Flammable gases,Not applicable,,,,"Classified as ""solid"" according to GHS definition","Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
7440-38-2,Arsenic,Flammable gases,Not applicable,,,,"Classified as ""solid"" according to GHS definition","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
7440-39-3,barium,Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
7440-41-7,beryllium,Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"Mar. 23, 2006"
7440-42-8,Boron,Flammable gases,Not applicable,,,,"Classified as ""solid"" according to GHS definition","Aug. 22, 2006 (Environmental Hazards: Mar. 31, 2006)"
7440-43-9,Cadmium,Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"Mar. 23, 2006"
7440-47-3,Chromium,Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
7440-48-4,Cobalt,Flammable gases,Not applicable,,,,"Classified as ""solid"" according to GHS definition","May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
7440-50-8,Copper,Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"Jul. 1, 2005 (Environmental Hazards: Mar. 31, 2006)"
7440-58-6,hafnium,Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"Sep. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
7440-65-5,yttrium,Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
7440-74-6,indium,Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
7446-07-3,Tellurium dioxide,Flammable gases,Not applicable,,,,"Classified as ""solid"" according to GHS definition ","Sep. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
7446-08-4,Selenium dioxide,Flammable gases,Not applicable,,,,"Classified as ""solid"" according to GHS definition","Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
7446-18-6,Dithallium sulfate,Flammable gases,Not applicable,,,,"Classified as ""solid"" according to GHS definition ","Oct. 23, 2006 (Environmental Hazards: Mar. 31, 2006)"
7446-20-0,"Sulfuric acid, zinc salt (1:1), heptahydrate",Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"Aug. 22, 2006 (Environmental Hazards: Mar. 31, 2006)"
7446-26-6,dizinc pyrophosphate,Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
